asin,author,rank,title,year
0890425558,American Psychiatric…,74,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",2015
1465414053,DK Publishing,75,Ultimate Sticker Book: Frozen (Ultimate Sticker Books),2015
1939457319,Phil McGraw,76,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,2015
0374500010,Elie Wiesel,77,Night (Night),2015
0761148574,Heidi Murkoff,78,What to Expect When You're Expecting,2015
0310708257,Sally Lloyd-Jones,79,The Jesus Storybook Bible: Every Story Whispers His Name,2015
081299325X,David Brooks,80,The Road to Character,2015
0689835604,Karen Katz,81,Where Is Baby's Belly Button? A Lift-the-Flap Book,2015
0062315005,Paulo Coelho,82,The Alchemist,2015
0763642649,Sam McBratney,83,Guess How Much I Love You,2015
1574219723,Valentina Harper,84,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",2015
0547248288,Alice Schertle,85,Little Blue Truck Board Book,2015
014240733X,S. E. Hinton,86,The Outsiders,2015
0374533555,Daniel Kahneman,87,"Thinking, Fast and Slow",2015
1580625576,Tom Robinson,88,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",2015
0451524934,George Orwell,89,1984 (Signet Classics),2015
0071771328,Kerry Patterson,90,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",2015
0974320625,Travis Bradberry,91,Emotional Intelligence 2.0,2015
0718031822,Jen Hatmaker,92,For the Love: Fighting for Grace in a World of Impossible Standards,2015
0811879542,Herve Tullet,93,Press Here,2015
0544568036,Alice Schertle,94,Little Blue Truck board book,2015
0805047905,Bill Martin Jr.,95,"Brown Bear, Brown Bear, What Do You See?",2015
0547577311,Linda Sue Park,96,A Long Walk to Water: Based on a True Story,2015
0345535529,George R R Martin,97,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,2015
0385539436,John Grisham,98,Rogue Lawyer,2015
1502406896,Lilt Kids Coloring…,99,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults) (Volume 28),2015
0399501487,William Golding,100,Lord of the Flies,2015
1338099132,J.K. Rowling,1,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2016
159562015X,Tom Rath,2,StrengthsFinder 2.0,2016
0312510780,Roger Priddy,3,First 100 Words,2016
1607747308,Marie Kondō,4,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,2016
0679805273,Dr. Seuss,5,"Oh, the Places You'll Go!  ",2016
1419723448,Jeff Kinney,6,Diary of a Wimpy Kid # 11: Double Down,2016
081298840X,Paul Kalanithi,7,When Breath Becomes Air,2016
0545392551,Giles Andreae,8,Giraffes Can't Dance,2016
080241270X,Gary Chapman,9,The 5 Love Languages: The Secret to Love that Lasts,2016
0544609719,Melissa Hartwig,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,2016
1476738025,Fredrik Backman,11,A Man Called Ove: A Novel,2016
1627790624,Bill O'Reilly,12,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),2016
0671027034,Dale Carnegie,13,How to Win Friends & Influence People,2016
0718079183,Chip Gaines,14,The Magnolia Story,2016
0800788036,Rob Elliott,15,Laugh-Out-Loud Jokes for Kids,2016
0446310786,Harper Lee,16,To Kill a Mockingbird,2016
0062300547,J. D. Vance,17,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,2016
1338109065,J.K. Rowling,18,Fantastic Beasts and Where to Find Them: The Original Screenplay,2016
1455539740,Lin-Manuel Miranda,19,Hamilton: The Revolution,2016
1594634025,Paula Hawkins,20,The Girl on the Train,2016
0345472322,Carol S. Dweck,21,Mindset: The New Psychology of Success,2016
1457304309,The College Board,22,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",2016
0692597832,,23,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",2016
1878424319,Don Miguel Ruiz,24,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2016
144947425X,Rupi Kaur,25,Milk and Honey,2016
0671449028,Sandra Boynton,26,The Going-To-Bed Book,2016
1501141511,Bruce Springsteen,27,Born to Run,2016
0143034758,Ron Chernow,28,Alexander Hamilton,2016
0399226907,,29,The Very Hungry Caterpillar,2016
1451639619,Stephen R. Covey,30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2016
0880801441,Delegates of the…,31,The Constitution of the United States,2016
0375869026,R. J. Palacio,32,Wonder,2016
0385376715,Emily Winfield Martin,33,The Wonderful Things You Will Be,2016
0762447699,Jen Sincero,34,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,2016
1623363586,Thug Kitchen,35,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck,2016
0545795664,Scholastic,36,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,2016
1433805618,American…,37,"Publication Manual of the American Psychological Association, 6th Edition",2016
1101903910,Chrissy Teigen,38,Cravings: Recipes for All the Food You Want to Eat,2016
0812993543,Ta-Nehisi Coates,39,Between the World and Me,2016
1522864741,Sasha O'Hara,40,Calm the F*ck Down: An Irreverent Adult Coloring Book,2016
141694737X,Rod Campbell,41,Dear Zoo: A Lift-the-Flap Book,2016
1591451884,Sarah Young,42,Jesus Calling: Enjoying Peace in His Presence,2016
0374500010,Elie Wiesel,43,Night (Night),2016
0545162076,J. K. Rowling,45,Harry Potter Paperback Box Set (Books 1-7),2016
0545790352,J.K. Rowling,46,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",2016
1501100106,JJ Smith,47,10-Day Green Smoothie Cleanse,2016
1400205875,Lysa TerKeurst,48,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",2016
0312577222,Kristin Hannah,49,The Nightingale: A Novel,2016
0545791324,J.K. Rowling,50,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2016
1451673310,Ray Bradbury,51,Fahrenheit 451,2016
0920668372,Robert Munsch,52,Love You Forever,2016
0743273567,F. Scott Fitzgerald,53,The Great Gatsby,2016
0787960756,Patrick Lencioni,54,The Five Dysfunctions of a Team: A Leadership Fable,2016
1476746583,Anthony Doerr,55,All the Light We Cannot See,2016
0805047905,Bill Martin Jr.,56,"Brown Bear, Brown Bear, What Do You See?",2016
0062315005,Paulo Coelho,57,The Alchemist,2016
1433688670,Priscilla Shirer,58,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",2016
0385541198,John Grisham,59,The Whistler,2016
0374300216,Ann Whitford Paul,60,If Animals Kissed Good Night,2016
030746489X,Ina Garten,61,Cooking for Jeffrey: A Barefoot Contessa Cookbook,2016
148473274X,Rick Riordan,62,"The Trials of Apollo, Book 1: The Hidden Oracle",2016
0800788222,Rob Elliott,63,Knock-Knock Jokes for Kids,2016
0553522779,Golden Books,64,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),2016
159285849X,Brené Brown,65,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,2016
1455568872,Gary J. Byrne,66,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",2016
0312510799,Roger Priddy,67,First 100 Animals,2016
0996275460,,68,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",2016
0694003611,Margaret Wise Brown,69,Goodnight Moon,2016
1592408419,Brené Brown,70,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",2016
1594746036,Ransom Riggs,71,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),2016
1501111108,Angela Duckworth,72,Grit: The Power of Passion and Perseverance,2016
0974320625,Travis Bradberry,73,Emotional Intelligence 2.0,2016
0385542364,Colson Whitehead,74,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,2016
014240733X,S. E. Hinton,75,The Outsiders,2016
0393081087,J. Kenji López-Alt,76,The Food Lab: Better Home Cooking Through Science,2016
0143130153,Jojo Moyes,77,Me Before You: A Novel (Movie Tie-In),2016
1442450703,Bill Martin Jr.,78,Chicka Chicka Boom Boom (Board Book),2016
1609580834,Valorie Schaefer,79,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition",2016
0763644765,Leslie Patricelli,80,Potty (Leslie Patricelli board books),2016
1328683788,Timothy Ferriss,81,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",2016
0312510810,Roger Priddy,82,Numbers Colors Shapes (First 100),2016
1574219952,Thaneeya McArdle,83,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly Relaxing & Creative Art Activities on High-Quality Extra-Thick Perforated Paper that Resists Bleed Through,2016
1623156122,Laurel Randolph,84,The Instant Pot® Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,2016
0995056706,Darlene Schacht,85,Quieting Your Heart: 6-Month Bible-Study Journal,2016
0803741715,B. J. Novak,86,The Book with No Pictures,2016
0486796647,Marjorie Sarnat,87,Creative Haven Owls Coloring Book (Adult Coloring),2016
1423160924,Rick Riordan,88,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor",2016
1780671067,Johanna Basford,89,Secret Garden: An Inky Treasure Hunt and Coloring Book,2016
059035342X,J.K. Rowling,90,Harry Potter and the Sorcerer's Stone,2016
0803736800,Adam Rubin,91,Dragons Love Tacos,2016
0786965606,Wizards RPG Team,92,Player's Handbook (Dungeons & Dragons),2016
1580625576,Tom Robinson,93,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",2016
0451524934,George Orwell,94,1984 (Signet Classics),2016
0544336267,Lois Lowry,95,The Giver (Giver Quartet),2016
0374533555,Daniel Kahneman,97,"Thinking, Fast and Slow",2016
0544568036,Alice Schertle,98,Little Blue Truck board book,2016
1338029991,Scholastic,99,Harry Potter Coloring Book,2016
0399255370,Drew Daywalt,100,The Day the Crayons Quit,2016
144947425X,Rupi Kaur,1,Milk and Honey,2017
0062300547,J. D. Vance,2,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,2017
0375869026,R. J. Palacio,3,Wonder,2017
0062457713,Mark Manson,4,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,2017
038549081X,Margaret Atwood,5,The Handmaid's Tale,2017
0544609719,Melissa Hartwig,6,The Whole30: The 30-Day Guide to Total Health and Food Freedom,2017
080241270X,Gary Chapman,7,The 5 Love Languages: The Secret to Love that Lasts,2017
0393609391,Neil deGrasse Tyson,8,Astrophysics for People in a Hurry,2017
0679805273,Dr. Seuss,9,"Oh, the Places You'll Go!  ",2017
0545392551,Giles Andreae,10,Giraffes Can't Dance,2017
0312510780,Roger Priddy,11,First 100 Words,2017
0762447699,Jen Sincero,12,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,2017
1501175564,Hillary Rodham…,13,What Happened,2017
0451524934,George Orwell,14,1984 (Signet Classics),2017
1455570249,William H. McRaven,15,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,2017
1476738025,Fredrik Backman,16,A Man Called Ove: A Novel,2017
0671027034,Dale Carnegie,17,How to Win Friends & Influence People,2017
159562015X,Tom Rath,18,StrengthsFinder 2.0,2017
1524732680,Sheryl Sandberg,19,"Option B: Facing Adversity, Building Resilience, and Finding Joy",2017
1878424319,Don Miguel Ruiz,20,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2017
0964729237,William P. Young,21,The Shack: Where Tragedy Confronts Eternity,2017
1623156122,Laurel Randolph,22,The Instant Pot® Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,2017
159514188X,Jay Asher,23,Thirteen Reasons Why,2017
1607747308,Marie Kondō,24,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,2017
0385376715,Emily Winfield Martin,25,The Wonderful Things You Will Be,2017
0671449028,Sandra Boynton,26,The Going-To-Bed Book,2017
1433805618,American…,27,"Publication Manual of the American Psychological Association, 6th Edition",2017
0670026190,Amor Towles,28,A Gentleman in Moscow: A Novel,2017
1419725459,Jeff Kinney,29,Getaway (Diary of a Wimpy Kid Book 12),2017
0694003611,Margaret Wise Brown,30,Goodnight Moon,2017
0553522779,Golden Books,31,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),2017
1328683788,Timothy Ferriss,32,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",2017
1623363586,Thug Kitchen,33,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck,2017
0425274861,Liane Moriarty,34,Big Little Lies,2017
141694737X,Rod Campbell,35,Dear Zoo: A Lift-the-Flap Book,2017
1451639619,Stephen R. Covey,36,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2017
0786965606,Wizards RPG Team,37,Player's Handbook (Dungeons & Dragons),2017
0544854411,Melissa Hartwig,38,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,2017
1400205875,Lysa TerKeurst,39,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",2017
0374300216,Ann Whitford Paul,40,If Animals Kissed Good Night,2017
0399226907,,41,The Very Hungry Caterpillar,2017
0743273567,F. Scott Fitzgerald,42,The Great Gatsby,2017
1457309289,The College Board,43,"The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)",2017
074324754X,Jeannette Walls,44,The Glass Castle: A Memoir,2017
B06XTL5M5T,,45,4-Pack Premium ISO and CE Certified Lunt Solar Kid Size Eclipse Viewing Glasses,2017
0385514239,Dan Brown,46,Origin: A Novel,2017
0804190119,Timothy Snyder,47,On Tyranny: Twenty Lessons from the Twentieth Century,2017
0805047905,Bill Martin Jr.,48,"Brown Bear, Brown Bear, What Do You See?",2017
1609580834,Valorie Schaefer,49,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition",2017
0374533555,Daniel Kahneman,50,"Thinking, Fast and Slow",2017
0761187480,Heidi Murkoff,51,What to Expect When You're Expecting,2017
1451673310,Ray Bradbury,52,Fahrenheit 451,2017
0385543026,John Grisham,53,Camino Island: A Novel,2017
0545935210,Dav Pilkey,54,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),2017
0345472322,Carol S. Dweck,55,Mindset: The New Psychology of Success,2017
1455540412,Al Franken,56,"Al Franken, Giant of the Senate",2017
0062315005,Paulo Coelho,57,The Alchemist,2017
1449486797,Rupi Kaur,58,The Sun and Her Flowers,2017
1591451884,Sarah Young,59,Jesus Calling: Enjoying Peace in His Presence,2017
1939457599,Travis Stork,60,"The Lose Your Belly Diet: Change Your Gut, Change Your Life",2017
0307887448,Ernest Cline,61,Ready Player One: A Novel,2017
159285849X,Brené Brown,62,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,2017
0553496670,Nicola Yoon,63,"Everything, Everything",2017
0545791340,J.K. Rowling,64,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2017
006242713X,Steven R.,65,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",2017
0062363603,Margot Lee Shetterly,66,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,2017
1524741728,Chelsea Clinton,67,She Persisted: 13 American Women Who Changed the World,2017
1591846447,Simon Sinek,68,Start with Why: How Great Leaders Inspire Everyone to Take Action,2017
1484746422,Rick Riordan,69,The Trials of Apollo Book Two The Dark Prophecy,2017
1501100106,JJ Smith,70,10-Day Green Smoothie Cleanse,2017
0920668372,Robert Munsch,71,Love You Forever,2017
039360909X,Neil Gaiman,72,Norse Mythology,2017
1101883081,Martha Hall Kelly,73,Lilac Girls: A Novel,2017
1592408419,Brené Brown,74,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",2017
0060256656,Shel Silverstein,75,The Giving Tree,2017
0374360979,Deborah Diesen,76,The Pout-Pout Fish,2017
0374500010,Elie Wiesel,77,Night (Night),2017
1623158087,Amy Ramos,78,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,2017
0062316095,Yuval Noah Harari,79,Sapiens: A Brief History of Humankind,2017
081298840X,Paul Kalanithi,80,When Breath Becomes Air,2017
1595555277,Dave Ramsey,81,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,2017
0689835604,Karen Katz,82,Where Is Baby's Belly Button? A Lift-the-Flap Book,2017
0385534248,David Grann,83,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,2017
